name,desc,lat,lon
Charley Patton grave,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v6UavEiP5VqL_AQvfbwEWEnAyiahCb8aJbxlIroHBPEKdx-NZgo9z6TTz0q953GKnnDR2mQkJyqBMhynXJ2kyszJdOaiarRJUQvpSSXMkae1071lqxaj3-FGHRup4qWeNDfEgA-HEhX1Zg"" height=""200"" width=""auto"" /><br><br>In this cemetery are pioneer blues giant Charley Patton and fellow bluesmen Willie James Foster and Asie Payton. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.445654,-90.757719
Chatmon Family - Mississippi Sheiks,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4tT0IYMPId-HWnWfWrOLhdiocwqIbgjDes_rj-jg4r3KVZ9unV3WZzrogeZlWpfc80qTsAIDWiYH3uOzfbSvaxb2cMujNCYOFLEHXuknM-CftOgrClUN65kk1VaNCR5mBFoX1vVQ"" height=""200"" width=""auto"" /><br><br>The Henderson Chatmon family, which produced some of Mississippi's most important blues and string band musicians, lived near this site on Texas Street in 1900. Henderson's sons Armenter, better known as ""Bo Carter"" and Sam Chatmon recorded extensively as solo artists, and both also recorded with the Mississippi Sheiks, a popular group that featured their brother Lonnie Chatmon on fiddle. Various Chatmon ensembles entertained black and white audiences for several decades in Mississippi.",32.3536631,-90.459692
Charlie Musselwhite,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v5dUr1u_iBiub1QdEcFoux-EYPVsXt_A-D52ivskOXw4rwM8EYqRW8lXqPEvx_A0hNmZ2NNLgXCnHYrdm8VJLiZnzQCWYS_Qp0YvntffGjU0VsIHk3kDoTh2srBjJNUU7RuveQLO92LzUdxTTyHCg"" height=""200"" width=""auto"" /><br><br>World-renowned harmonica virtuoso Charlie Musselwhite was born in Kosciusko on January 31, 1944. His great uncle, Lamar Coalson, once owned the store that occupied this site. Musselwhite began playing in Memphis and rose to prominence in Chicago, where he was befriended and mentored in the 1960s by many blues musicians who had also migrated from Mississippi. A perennial winner of blues awards and polls, he received a Mississippi Governor’s Award in 2000. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.058637,-89.590443
Choctaw County Blues,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4Ttavw922-QTp_VDNBg4KnXGIqDVFY1Qglt2TV1JGqvUJM-vX5LQAapTYy0a5v8ee_i7qcKFI43qZR_cwAT9ZuacXU-YPefAIrGdz-jxD_O-ppG-nO4RMIxBlLc3I5im8sdZSbOHo"" height=""200"" width=""auto"" /><br><br>Choctaw County's blues history is distinguished by the accomplishments of two artists in particular, both of them singers, songwriters, and guitarists: Levester ""Big Lucky"" Carter, who was born in Weir and raised on his family's farm in French Camp, and Texas Johnny Brown from Ackerman. Carter, born on February 10, 1920, began recording in Memphis in the 1950s and <br>climaxed his career with the award-winning CD ""Lucky 13"" in 1998. He died in Memphis on December 24, 2002.",33.266903,-89.289067
Chrisman Street,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v6-0cpVYJKlT0IwJFJO3JvTcFtm6Elekz9rCx41RFwdnDiwQIISf-zQr7KX3m7IFB0eKDHKqlTlUoz4fVlI4GwRaza9ExRJfZd62-9NeQ-PqJO58A-GgaTCMkuVQ5JGM5aqW2itTiHMK_o"" height=""200"" width=""auto"" /><br><br>During the segregation era many towns in Mississippi had a particular street that served as the center of African American business and social life, catering not only to townsfolk but to farm hands and sharecroppers from the countryside who came to shop and celebrate on weekends. Cleveland’s major black thoroughfare, South Chrisman Street, was lined with nightclubs, cafes, hotels, churches, stores, homes, and offices. Its most famous night spot was the Harlem Inn. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.742992,-90.718617
Church Street - Indianola,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v7e-Y8kKGv5-cNulMil4iAqhyDntauXqIGg_icD1H8gxdSameDyAkuwuPZDMWJA1FPPCgRQ1mHXdWtYaq-TZfrHlcUmgLDopm4S8U-zWVggywK6KzbREZoiORvuKzLARs33WiN4PmU"" height=""200"" width=""auto"" /><br><br>Church Street catered to every need of the African American community during the segregation era, when most area residents worked in the cotton fields during the week and came to town on weekends. Church Street (later designated Church Avenue) offered everything from doctors' offices to tailoring shops, from shoe shine stands to ice cream parlors, from Saturday night blues to Sunday morning church services. B. B. King often played for tips on the street as a teenager in the 1940s. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.449119,-90.650403
Clinton Blues Legacy,"The blues has long been connected to Black churches in a variety of ways, and in Clinton this connection can be traced through generations of blues and gospel musicians. Clinton’s renowned resident blues artists, Eddie Cotton, Jr. and Jarekus Singleton, both started playing guitar in church. Award-winning blues poet and educator Sterling Plumpp drew on his deep religious upbringing in Clinton to compose works in Chicago imbued with the spirit and rhythms of blues, gospel, and jazz.",32.3586765,-90.3377545
Club Desire,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v5IqbnO7Mwywbnc_MzKgkPaYDm71Gv_W7WPB_2j743PdiD1enYmscEyR5oChSysCgW9XM6YoKxCuKi8_DqoFFfsx6R00lawgaebtmCy46mVMPhnxQWEwPlz5aEMmJMJV48uUnX4zg"" height=""200"" width=""auto"" /><br><br>The Club Desire, which stood across the street from this site, was one of Mississippi's premier blues and rhythm & blues nightclubs from the late 1940s through the early 1960s. Owner Clarence Chinn presented the top national acts, including B. B. King, Bobby Blue Bland, Little Junior Parker, James Brown, Ivory Joe Hunter, Big Joe Turner, Hank Ballard & the Midnighters, and the Platters. In the '60s the club also served as an important meeting place for civil rights workers. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",32.6015981,-90.0365098
Club Ebony,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v7ETSfMVE7KXGigGaKKORwJqAWu0NODP4EiAtbP_pf76THsk3CL8A1GKv6xqPjkaHqXoDHG53ooo0HdEMm-CMSim_UAYoxudibrmqOyzjKLfhSLXvReoRHXuJutMFDyoY0bTtMg"" height=""200"" width=""auto"" /><br><br>Club Ebony is one of the best known juke joints in the state. Since 1945, the club has hosted such icons as Count Basie, Ray Charles, James Brown, Ike Turner, Little Milton, Willie Clayton, Albert King, Bobby Bland, Howlin' Wolf, and B.B. King. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.447628,-90.648032
Columbus Mississippi  Blues,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v6GOk-UhtMWeGIIyB_ZMDdN45X5JoY7LHGQAJvOyVVa0Yp2w_jpHxfjiCB7quo0mQ0_hwD2dC8n229G-CegdVScrV_R8WIfTdBIhJJaALImcxbqO8BHturhEKwxMwUlMMTkZ0GpyYyrY7rFfA"" height=""200"" width=""auto"" /><br><br>The Black Prairies of eastern Mississippi have produced a number of notable blues musicians, including Howlin' Wolf, Bukka White, and Big Joe Williams. Activity in Columbus, the largest city in the region, centered around areas such as this block of 4th Street, called ""Catfish Alley"" after local fisherman brought their catches to town to be cooked and sold on the street. Bukka White sang of the good times to be had in town in his 1969 recording ""Columbus, Mississippi Blues."" <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.493804,-88.429352
Corner of 10 & 61,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v44smeeUZCN3Kka9NkD0yEPzRfbfOQZgymbyNkYETxKTHV5HUr-7l3re_frF7sVCgexSk-Z908MJQiEZeeF4J4OWJipvMMn9Patf5GyjHUL7zhZAcA-LvnDQgsZ71_0yt3Fx_FXQn1FUeAqIA"" height=""200"" width=""auto"" /><br><br>The intersections of old Highways 10 and 61 was a popular gathering place for blues musicians to earn tips. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.405843,-90.898781
Delta Blues Museum,"The Delta Blues Museum, the world's first museum devoted to blues, was founded on January 31, 1979, by Sid Graves, director of Clarksdale's Carnegie Public Library. Originally housed in a room of the Myrtle Hall Elementary School, the museum moved to the library in 1981 and to this location, a former railroad depot, in 1999. Exhibits here have paid long overdue tribute to the history of the blues, while the museum's education program has trained many young musicians to carry the blues into the future.",34.200296,-90.573488
Denise LaSalle,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v7NdsfYxyJlkvF8pZK0t3KX7MjypUkyvC4DGr-OsQPZBKYltTLyMZpybxqUvIPzx8e9K3PuTx2R_Kdcd9OZPn1sdPhTjYAuR6LUoVModjgM2XuLT5dHo3sack6_eG1aO1gpR4stLdQw0g"" height=""200"" width=""auto"" /><br><br>Soul and blues star Denise LaSalle was born Denise Allen about twenty-five miles northeast of Belzoni near Sidon in rural Leflore County, but spent much of her childhood here in Belzoni. After moving to Chicago in her teens she began writing songs, and scored the first of many self-penned hits in 1971 with the No. 1 R&B single “Trapped By a Thing Called Love.” LaSalle’s direct and often provocative style on stage also led to great success as a live performer. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.176133,-90.487749
Dockery: Birthplace of the Blues?,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v5OzgsGkfkF46WM_8lHwlSsRtGruOYvxZZbIQNSGl-fzy1Bb3qUdLEYhfbdVN7YqvfpYKzr9FzbEEQkDsGnWk-rOLpHmO-xbQP0lbtUZD-oNj3YSUMBrx-OCOFZREpsfpyBsleR3h_v1TEOZ62t30PpEL8"" height=""200"" width=""auto"" /><br><br>Come visit the place where Charley Patton lived, played and influenced other important blues artists. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.729685,-90.616575
Documenting the Blues,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v7TjPoaPgXGodVoagjstDK476cwmp5YdluqWXxY_YWeOBIk60rWsEsAVM9T2CzlxRcLBp4IrsBSLHkv1_sUK0KyBNRh5CB1dz6grrZD6fABll26zfIm_f2ubt4fjorI45aI0cu6ZpI"" height=""200"" width=""auto"" /><br><br>The University of Mississippi is internationally famous for its work in documenting African American blues culture. Since 1983 the Center for the Study of Southern Culture has published Living Blues magazine, which it purchased from the magazine's founders in Chicago. The Living Blues and B.B. King collections of recordsand memorabilia were among the first major components of the Blues Archive, established by the university in 1984 and housed in the J.D. Williams Library. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",34.367119,-89.533066
Dorothy Moore,"Best known for her 1976 hit “Misty Blue” on Jackson’s Malaco Records, Dorothy Moore remained prominent as a performer and recording artist for well over a half-century. Her career effectively started in 1958 when, at just twelve, she won the first of many all-ages talent shows. In 1966, Moore’s vocal group, the Poppies, was signed to Epic Records while she was attending Jackson State University. As a solo artist, Moore enjoyed numerous hits and multiple GRAMMY nominations, and has been recognized with honors including the Governor’s Arts Award. This marker will be unveiling on May 25, 2022, at 11 a.m.",32.2972167,-90.2111244
Ealey Brothers,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v5ZrQyEV91w-B6a1pHMaW2E3WbRTe403CG1_BpcbDoY9alPLvIz44BWN6tftNzjF493qmfH9ltWwVYZfUhCFAfesuXhgQwpfOJljomoWx790IGMb-CSu5lF499h4cXgBJko8MwvBXsaDrI"" height=""200"" width=""auto"" /><br><br>The Ealey family of Sibley has produced some of the most talented musicians to emerge from the Natchez area. Brothers Theodis, YZ, and Melwyn Ealey performed together locally in the band YZ Ealey and the Merry Makers in the early 1960s. They later became recording artists, as did their older brother, David (“Bubba”) Ealey. Theodis developed a captivating blend of traditional blues and modern funk and soul music to achieve national prominence after leaving Mississippi. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",31.561862,-91.406524
Eddie Shaw,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v7AuPnb8DisP_WEDR87c8ayI9-65QHw_ojF_7m599hXd4lSpP5yl49IIGpkjpw5qecOLwQNeB92Lxff0gFmkjfSwZNIAxvx9b6qyyTd0S25138H4AJg-iHZZqfKrWQVLZSf44cAng"" height=""200"" width=""auto"" /><br><br>Blues saxophonist extraordinaire Eddie Shaw was born on a Stringtown plantation on March 20, 1937. He learned music at school in Greenville and performed in various local bands before moving to Chicago to join the Muddy Waters band. Shaw served as bandleader for Howlin' Wolf for several years and launched his own busy touring career after Wolf's death in 1976. His hard-hitting horn work won him Instrumentalist of the Year honors in the 2006 and 2007 Blues Music Award. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.651434,-91.009176
Eddie Taylor,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v5DRgelDrJzkbUFpVs-SdUtrEVx4IxZc4oFpQVH4xuquzFFRzNqT6Ek0aX8rndh5Bfrlj37P5DwTilVZF5BZZsY6Zkj60LiCX7fChBcMwwLLM9_4_Au7hCmSm85wHzQ4k6KbsWAYXc7"" height=""200"" width=""auto"" /><br><br>Benoit native Eddie Taylor, an architect of the post-World War II Chicago blues genre, was renowned for his work both as a bandleader and accompanist. He was best known for shaping the distinctive sound of Jimmy Reed, a childhood friend with whom Taylor reunited in Chicago. The Benoit area was also the birthplace of James DeShay, a mainstay of the St. Louis blues scene; James “Peck” Curtis, famed for his work on “King Biscuit Time” radio; and southern soul star Nathaniel Kimble. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.65129,-91.00935
Edwards Hotel,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v51RsyqMGnOPVbnKbPdTn-LPDYJ_buQgchq9r-VozRSK1gz8alYFe9TcyGL78GH7FZuZVa06fujeuX4JEun-YZOe0U403Ii-97T9_8lhRGM2_5vsQsBKANUPkDgRtfQXSNe7h0MhNBwdw"" height=""200"" width=""auto"" /><br><br>Constructed in 1923 and renamed the King Edward Hotel in 1954, the Edwards Hotel was the site of temporary studios set up by OKeh Records in 1930 and the American Record Corporation in 1935 to record blues artists Bo Carter, Robert Wilkins, Joe McCoy, Isaiah Nettles, the Mississippi Sheiks, and others. The Mississippi Sheiks also performed at the hotel, and Houston Stackhouse recalled that he played here together with fellow bluesman Robert Nighthawk and country music pioneer Jimmie Rodgers. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",32.300521,-90.190863
Elder Roma Wilson and Rev. Leon Pinson,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v5fRTQaEhWOEHjUEcQ5_Ro3xUiCV23I8gSXt_Lqf5XMpKI1g07_NhJbyrkMoJ0GJ53djs2kYvgisha28G5qfPizkJHle5X5rakqPXbpVM-L_fcaf-2U3nLvYnB_0WuzwdwNa7CvigI"" height=""200"" width=""auto"" /><br><br>The down-home gospel sounds of renowned Union County musicians Elder Roma Wilson (b. 1910) and Rev. Leon Pinson (1919-1998) won them many admirers among blues and folk music audiences, although they were evangelists rather than blues artists. Partners early in their careers, they performed at a number of festivals after reuniting in 1989. Wilson, who formed one of the first African-American gospel harmonica quartets in the 1940s, was awarded a National Heritage Fellowship in 1994. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",34.48633,-89.001918
Elks Hart Lodge No. 640,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v6AVyVyXURRVo88AqPDylcdbKJczWKTOW7UtnwXFuXHKLkvVDqQ7XIqKpGLDfYGfkw9_Tbb0F3EPO6fgD6XaQ87ZFJXgVeEQOF73WoM751_MUT8bAha1iueEACrynuMcq_5Pc4Xjw"" height=""200"" width=""auto"" /><br><br>During the 1940s, '50s and '60s, the Elks Hart Lodge No. 640 at this site was one of the most important venues for rhythm and blues in the Delta. Particularly during the segregation era, fraternal organizations such as the Improved Benevolent Protective Order of the Elks of the World (the ""black Elks"") were central to African American political, cultural, and social life, and played an important role in the Civil Rights movement. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.511849,-90.174231
Elmore James,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v6wvbKMBKzPQTKAAsQLcGajxULJ1OsjLYM64dZ5JyNp8uvg8_rkfJ7B0XRWKZWaVnTMLmsH70q_nWGILHK507yjpKPao3CMVNP2p6Ch5ifRlbGvcLLCUTu4VFJq2BsRYc7DFCXR"" height=""200"" width=""auto"" /><br><br>The cemetery of the Newport Missionary Baptist Church is the final resting place of Elmore James (1918-1963), often described as the ""king of the slide guitar."" James' electric style built on the approach of Robert Johnson and later influenced many blues and rock guitarists. Also buried here is Lonnie Pitchford (1955-1988), known for his skills on the one-string guitar or ""diddley bow"" and his dedication to keeping alive older traditions of Delta blues.",32.993952,-90.051611
Elvis and the Blues,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v7hY-8Rt-NoO9mebBYrzfmbYKs4T16RBFcVWmUJZ3HsGsCztIjI4PJqbj5a2wy4kbV5nJlHFFieV0RdLeyhhm-n5IRN3wEvvg58zJddatD0bejb-NhAgs7OLbeO99TLuQo"" height=""200"" width=""auto"" /><br><br>Elvis Presley revolutionized popular music by blending the blues he first heard as a youth in Tupelo with country, pop, and gospel. Visit the Mississippi Blues Trail to learn more about this marker and the rest of the Blues Trail.<br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",34.259467,-88.680088
Fred McDowell,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4PQEKWPq5fWoTZtTvp1QJJN2IyDs-tPOrBO_9Qbt4PyYp4k0olWnoyfTyek-XBlB7eRCR3z1ksRfrThUdiMOd11cMoPNwDRPe-hLe-LZhgOfLGxNOs5NwqJxMgkCGPMUbRM9Tz-xho6w"" height=""200"" width=""auto"" /><br><br>Fred McDowell, a seminal figure in Mississippi hill country blues, was one of the most vibrant performers of the 1960s blues revival. McDowell (c. 1906-1972) was a sharecropper and local entertainer in 1959 when he made his first recordings at his home on a farm north of Como for noted folklorist Alan Lomax. The depth and originality of McDowell’s music brought him such worldwide acclaim that he was able to record and tour prolifically during his final years.<br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",34.512657,-89.941384
Freedom Village,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4BaDK5KVPur_47aAFiwKSfoT3pPkaLoT147QKI0K-HZ7M8pbZT0KXgLIOJxZaY3c-10Ss3QmLzP0MqLbpC-IdV_GRZhsUDytVqBmScTNLchvvIZDlH3ntebEtajerJGtZZjAwhG2r445I"" height=""200"" width=""auto"" /><br><br>The first Mississippi Delta Blues Festival was held on October 21, 1978, here at Freedom Village, a rural community founded as a refuge for displaced agricultural workers. In 1987 the festival, organized by Greenville-based M.A.C.E. (Mississippi Action for Community Education), moved to a location closer to Greenville.<br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.312742,-90.957892
Furry Lewis,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v6uTAt0BEztbJOjII4vqzalCkbvs45xUpvjvrU_tFdkf1PQ3QrbwzKQAy4qxI3H0DNnKQxZt5idmqH2n64qvI0PZ3-5rHIdVgFuKCh86Jqpq8WpLEadN8YblrB4cmNRThEkcI2K3v4"" height=""200"" width=""auto"" /><br><br>Greenwood native Walter ""Furry"" Lewis (c. 1899-1981) was a favorite figure on the Memphis blues revival scene of the 1960s and '70s, decades after he made his historic first recordings in the 1920s. Lewis, who had worked as a street sweeper for the city of Memphis in the interim, made numerous new recordings and also appeared on television shows and in motion pictures. His family lived on Lamar Street before moving to Memphis when Lewis was a youngster.<br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2012",33.517445,-90.177037
Gatemouth Moore,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v6ZpcPgeL4GvHJJb0JJ0P2v_ixoPzmT1ojRXm6YK8KT6ki7XvvMBYiixNyuoJQD08ab4TGPl-Z7oPeqCOi1PJFQXykBrAchbtCUrUXLx8lcqcZBsM65-IeCF9q5dyyBqY7eb33udcovUOyx"" height=""200"" width=""auto"" /><br><br>Arnold Dwight “Gatemouth” Moore was one of America’s most popular blues singers in the 1940s before becoming a renowned religious leader, radio announcer, and gospel singer. He served as pastor of several churches in Mississippi and Louisiana, including the Bethel A. M. E. Church and Lintonia A. M. E. Church in Yazoo City. Moore, who was born in Topeka, Kansas, on November 8, 1913, spent much of his career in Memphis, Kansas City, and Chicago. He died in Yazoo City on May 19, 2004.<br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",32.854215,-90.391608
Gold Coast/'Cross the River,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4th6zOgAw001YSe2Z4kx_AwyOoulBjPYTH_bGyUDDV0qvojBhoy2PUo0wenu7B8DDrf_IM0vZ5vVLfx91o9t460WeJyJs9tXMAlvThlwSMPrHVOhRpQ9e3lTatSenk9gmXenud7g"" height=""200"" width=""auto"" /><br><br>This area of Rankin County, formerly called East Jackson and later the Gold Coast, was a hotbed for gambling, bootleg liquor, and live music for several decades up through the 1960s. Blues, jazz, and soul performers, including touring national acts and locally based artists Elmore James, Sonny Boy Williamson No. 2 (Rice Miller), Sam Myers, Cadillac George Harris, and Sam Baker, Jr., worked at a strip of clubs along Fannin Road known to African Americans as “’cross the river.”<br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",32.292393,-90.1588618
Gospel Music and the Blues,"Despite their conceptual differences, gospel, the Sunday morning music of the church, and blues, the Saturday night music of the juke joint, share some of the same roots, influences and musical traits. Many African African singers have performed in both fields. Rev. C.L. Franklin, who preached at St. Peter's Rock M.B. Church here, influenced gospel, R&B and blues artists, and his daughters Aretha, Erma and Carolyn became noted soul singers after starting out singing in church.",33.7401772,-90.7203153
GRAMMY® Awards,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v6a4x_TYGejGKKa_-pYUyZNnYoz51Ne00kRWpn7Y4NSEyVgs17H58imijENtZAHKwZ1BLmsf7d354ZgE53-MSCvKWcBswA8onjhFqmVXepTSmmwZZz56PfJZz05D5puajL4"" height=""200"" width=""auto"" /><br><br>Mississippi blues, country, gospel, soul, and rock 'n' roll artists have played a major role in the development of American popular music, and many have been recognized by The Recording Academy with GRAMMY® Awards, Hall Of Fame inductions, and Lifetime Achievement Awards. Mississippi-born honorees include Muddy Waters, B.B. King, Sam Cooke, Bo Diddley, Elvis Presley, John Lee Hooker, and Robert Johnson.<br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",34.044417,-118.265872
GRAMMY Museum® Mississippi,"This marker will be unveiled on September 22, 2016.",33.749259,-90.7333803
"""Greasy Street""","<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v7J6Yk4ggU-AR2m5PCdT9zx-abUVFWPVgTiwSBpSOYbO6LXLe3QXtBdkEtP6tNKr_oiMameUoxnDfqr1rEKr2zU8FPuIXnKtJJXamozHPi_sb7aSEuOR40ZD5_HKXsdvxlS14YMyA"" height=""200"" width=""auto"" /><br><br>For many decades this block of Front Street, known locally as “Greasy Street,” was the center of commercial activity for African Americans in the Ruleville area. On Saturday nights Greasy Street was packed with people dressed in their finest clothes who visited establishments including Mack’s Colored Cafe. Blues musicians who played in Ruleville included Charley Patton, David “Honeyboy” Edwards, and Howlin’ Wolf.",33.726557,-90.553029
Grenada Blues,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4W20xWPxl0Ic0Luy0mcOpMv8EL3Rvpe-5q_t31DtHh4JvtfKO_f7iojgCjCxiWWWNdzKZOMQ6dBLYP2DeH8IDdvXLm2tOAWyEuttz9xtoMb00owjadyOHhLL0Km4iMB6-Fm60mKw"" height=""200"" width=""auto"" /><br><br>Grenada County-bred blues has long been an influential force in popular music. Musicians whose talents were nurtured in the Grenada area have included St. Louis bluesmen Walter Davis, a major blues recording artist of the 1930s, and Big George Brock, a world-renowned singer-harmonica player; Chicago blues guitar masters Magic Sam (Maghett) and Magic Slim (Holt); and Eddie Willis, a premier session musician whose guitar playing infused the Motown sound of Detroit with a taste of Mississippi blues.",33.7850922,-89.802744
Guitar Slim,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v7JOs3bI8IIaq67mQjfH_EKLdW4JFxXXR_3bR6zwQKNDccsFJIJJ2t46424L1tVX3eRnL4bfUsZFUZE8J42BI_kyd8oXHfs3cl0jxlxmVKB_Hzy_F_i7mPClZE1RFlEkakRyCp7ww"" height=""200"" width=""auto"" /><br><br>Eddie Lee “Guitar Slim” Jones brought new levels of energy and intensity to electric guitar playing with his raw, incendiary approach in the 1950s. An impassioned singer and a flamboyant showman, Jones was best known for his classic recording ""Things That I Used To Do."" Documentation of his early years is scant, but according to biographies, he was born in Greenwood on December 10, 1926. His father, Sam Jones, later lived on Race Track Plantation and is buried in the Salem M. B. Church Cemetery here.<br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.558991,-90.236925
Gulfport Boogie,"Gulfport was once home to an active blues and rhythm & blues scene, particularly here in the North Gulfport area. Jaimoe, famed drummer with the Allman Brothers Band, was raised in Gulfport, as was the band’s onetime bassist Lamar Williams, and both performed in many clubs along the coast during their early years. Blues Hall of Fame pianist Roosevelt Sykes once lived here, and other Gulfport residents have included pianist Cozy Corley, singer Albennie Jones, and guitarist Blind Roosevelt Graves.",30.4040271,-89.0943146
H.C. Speir,"H.C. SPEIR<br>Henry Columbus (H.C.) Speir (1895-1972) played a crucial role in the recording of dozens of blues, country and gospel artists in the 1920s and 30s. In his position as owner of Speir Phonograph Company, founded here at 225 N. Farish St., he located, recommended or auditioned talent for various record labels and also supervised recording sessions in Jackson and Hattiesburg. Charley Patton, Skip James, Tommy Johnson, Bo Carter, and the Mississippi Sheiks all recorded under Speir’s auspices.",32.3029695,-90.1886501
